,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
162,,2.0,5.0,4.0,,2.0,,1.0,,,4.0,1.0,,2.0,,,,,4.0,1.0,4.0,4.0,3.0,1.0,,,,,,,,,,,1.0,,5.0,,,,5.0,,4.0,3.0,,1.0,5.0,,,,,,1.0,,,4.0,3.0,,1.0,2.0,2.0,5.0,,,,,,4.0,,,3.0,,,1.0,,2.0,,3.0,,,,4.0,,5.0,,,,,1.0,5.0,,,3.0,,4.0,,2.0,3.0,,
163,,,2.0,,,,,1.0,4.0,,1.0,3.0,,1.0,1.0,5.0,1.0,,,,,2.0,,5.0,,5.0,2.0,,,,5.0,2.0,,,1.0,2.0,,,,,3.0,1.0,,,,3.0,,,,,2.0,,,1.0,1.0,,,,,,4.0,,,2.0,2.0,5.0,,,2.0,3.0,5.0,,3.0,,1.0,3.0,5.0,,,,,1.0,1.0,2.0,3.0,5.0,4.0,,2.0,,3.0,5.0,2.0,2.0,3.0,,1.0,5.0,,3.0
164,2.0,2.0,,1.0,,5.0,5.0,,5.0,,5.0,,,,5.0,5.0,,,1.0,,,5.0,,,1.0,5.0,,1.0,3.0,,3.0,5.0,,3.0,4.0,,,5.0,1.0,5.0,,1.0,,2.0,3.0,5.0,,,3.0,,1.0,,,2.0,4.0,,1.0,,,2.0,,,,,3.0,,,3.0,,4.0,,1.0,,5.0,2.0,2.0,5.0,,,,5.0,,2.0,,5.0,,5.0,3.0,5.0,,5.0,1.0,,5.0,4.0,,4.0,,3.0,
165,,,1.0,,,5.0,1.0,,,5.0,1.0,2.0,,2.0,,3.0,,,,4.0,,1.0,4.0,,3.0,,3.0,,,,3.0,3.0,,,,5.0,2.0,1.0,,2.0,1.0,,,,,5.0,3.0,5.0,3.0,,5.0,4.0,2.0,,,,2.0,5.0,,,5.0,,4.0,2.0,,3.0,,,,,,1.0,,1.0,3.0,2.0,,,5.0,2.0,,5.0,1.0,,,4.0,1.0,3.0,2.0,,4.0,,,,5.0,,,,,
166,3.0,2.0,,5.0,,1.0,4.0,,,3.0,,2.0,,,1.0,5.0,,2.0,5.0,,,,,2.0,2.0,4.0,,1.0,,4.0,2.0,4.0,5.0,,,4.0,,2.0,,,,,1.0,2.0,,,5.0,1.0,3.0,,,3.0,,,5.0,,,,,,,5.0,,,,2.0,4.0,,2.0,3.0,1.0,1.0,,4.0,,4.0,4.0,4.0,3.0,,,,5.0,,,4.0,3.0,,,3.0,5.0,,,,4.0,,,,3.0,3.0
167,3.0,,1.0,,3.0,2.0,3.0,,,5.0,4.0,,5.0,5.0,,,1.0,,5.0,5.0,3.0,,1.0,,,1.0,,,5.0,,,2.0,2.0,,,,5.0,1.0,3.0,5.0,5.0,,,5.0,4.0,5.0,2.0,3.0,,,,4.0,,2.0,,4.0,4.0,3.0,,,,,2.0,2.0,2.0,,,,4.0,3.0,1.0,,,,,2.0,,1.0,,4.0,3.0,1.0,,,4.0,3.0,5.0,,5.0,4.0,,,2.0,3.0,2.0,4.0,4.0,,,
168,,,,1.0,,5.0,,,5.0,,,3.0,5.0,4.0,4.0,,2.0,,,5.0,4.0,3.0,,2.0,4.0,,,,1.0,3.0,,,,,,1.0,,4.0,2.0,,4.0,2.0,3.0,,3.0,,5.0,3.0,,,2.0,1.0,1.0,1.0,3.0,,1.0,5.0,,3.0,,2.0,5.0,,1.0,,4.0,5.0,3.0,3.0,,,,,1.0,,,,,,,,4.0,,1.0,,5.0,3.0,,,4.0,2.0,1.0,3.0,,2.0,1.0,2.0,2.0,
169,,4.0,2.0,1.0,5.0,1.0,5.0,,,4.0,,,4.0,,,,,2.0,,2.0,4.0,,,2.0,1.0,1.0,,5.0,5.0,3.0,5.0,,4.0,,2.0,4.0,2.0,,4.0,,1.0,,,3.0,4.0,,5.0,1.0,,,,,3.0,,,,,3.0,3.0,,,5.0,2.0,1.0,,,4.0,2.0,3.0,,,1.0,2.0,,,3.0,,5.0,5.0,,,1.0,2.0,,1.0,2.0,,,4.0,2.0,,,,5.0,,5.0,,,,5.0
170,,,4.0,,5.0,,5.0,,1.0,,,,,3.0,1.0,,4.0,1.0,,3.0,,5.0,5.0,3.0,,1.0,,,5.0,,1.0,2.0,2.0,3.0,2.0,,,,3.0,2.0,1.0,1.0,,,,2.0,,,,,,,,5.0,2.0,,,2.0,1.0,1.0,,,,,,,,1.0,3.0,,,,3.0,,4.0,1.0,1.0,3.0,,1.0,3.0,,5.0,2.0,,,,,2.0,,1.0,,4.0,,,,,,3.0,5.0
171,,,,3.0,,,3.0,,,,,2.0,,1.0,1.0,,,2.0,,,,5.0,,5.0,5.0,2.0,,5.0,2.0,2.0,5.0,2.0,5.0,,,5.0,,,3.0,,2.0,1.0,2.0,3.0,4.0,,,,2.0,3.0,,2.0,3.0,,,5.0,,3.0,3.0,,4.0,,,,,,,1.0,,,2.0,,2.0,,4.0,4.0,,,1.0,4.0,1.0,,,5.0,2.0,,5.0,,,,5.0,,5.0,4.0,,,,1.0,,
172,,,4.0,2.0,4.0,,4.0,,,2.0,,,2.0,,,,2.0,,,,1.0,,,,,,3.0,,4.0,3.0,2.0,4.0,1.0,2.0,2.0,,,,4.0,,,,3.0,,4.0,2.0,,1.0,1.0,,,,,5.0,2.0,2.0,,5.0,1.0,5.0,5.0,5.0,4.0,,,4.0,,3.0,2.0,,5.0,5.0,,,4.0,,,,,4.0,,,,3.0,,4.0,5.0,1.0,,,5.0,,,,,2.0,,4.0,,2.0
173,,,,5.0,1.0,,2.0,,3.0,,5.0,,,,,,,,5.0,,5.0,5.0,1.0,,5.0,2.0,1.0,,5.0,,3.0,,1.0,5.0,,,,,5.0,,4.0,2.0,,,1.0,4.0,,1.0,2.0,,,5.0,,5.0,,,,,,,5.0,,3.0,3.0,,5.0,,,5.0,4.0,,,4.0,1.0,,4.0,5.0,,,,,5.0,3.0,2.0,5.0,1.0,,1.0,1.0,5.0,4.0,1.0,,5.0,4.0,5.0,,,4.0,2.0
174,5.0,3.0,,4.0,,5.0,,4.0,,2.0,5.0,,3.0,1.0,1.0,3.0,,,3.0,,,,4.0,,2.0,5.0,,,,,2.0,4.0,,,,1.0,3.0,2.0,,3.0,5.0,2.0,,1.0,1.0,,,,,3.0,,3.0,5.0,1.0,4.0,,,,2.0,,2.0,,,5.0,2.0,4.0,,3.0,,,,5.0,,,,,5.0,,,4.0,5.0,5.0,,2.0,1.0,4.0,,,,,1.0,,2.0,,,,,,3.0,
175,3.0,,,,,5.0,1.0,,,4.0,,,5.0,3.0,3.0,5.0,5.0,,,,,5.0,,4.0,1.0,,,,3.0,,4.0,3.0,4.0,3.0,1.0,,5.0,,5.0,3.0,5.0,3.0,,,,4.0,,,,,5.0,1.0,,,,1.0,,,,2.0,5.0,,,4.0,2.0,,2.0,2.0,,,5.0,,1.0,,,5.0,,,,4.0,2.0,,5.0,,4.0,,5.0,,,5.0,1.0,3.0,1.0,1.0,,2.0,,2.0,1.0,4.0
176,1.0,,,,,5.0,,,2.0,1.0,,,3.0,2.0,1.0,,,,,2.0,,4.0,5.0,,4.0,2.0,,2.0,,,1.0,,3.0,2.0,,,4.0,,1.0,,2.0,,5.0,4.0,4.0,,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,,,3.0,4.0,4.0,5.0,,4.0,2.0,2.0,1.0,4.0,3.0,1.0,,,5.0,1.0,,,2.0,,,5.0,5.0,,,,5.0,1.0,4.0,3.0,2.0,,1.0,,,,5.0,,,5.0,1.0,1.0,4.0,
177,,4.0,,1.0,,3.0,2.0,5.0,5.0,1.0,3.0,4.0,,3.0,5.0,5.0,4.0,,3.0,4.0,4.0,4.0,,2.0,2.0,,,4.0,5.0,2.0,3.0,,,5.0,,,3.0,4.0,5.0,,5.0,2.0,,1.0,4.0,2.0,,,,1.0,5.0,,,1.0,,1.0,4.0,,1.0,3.0,3.0,,,4.0,3.0,,1.0,,1.0,,,,,,,2.0,,,5.0,,,,5.0,4.0,,5.0,1.0,,,,1.0,5.0,,1.0,,,,4.0,1.0,2.0
178,2.0,,2.0,,4.0,1.0,3.0,,2.0,4.0,,2.0,3.0,3.0,4.0,2.0,,,,2.0,2.0,4.0,,1.0,5.0,,2.0,,,3.0,2.0,,,2.0,4.0,,,,,,4.0,1.0,,3.0,2.0,,,4.0,,5.0,5.0,3.0,,4.0,,,4.0,,,,,,5.0,,4.0,1.0,,,1.0,,5.0,3.0,4.0,,1.0,,3.0,,2.0,3.0,,5.0,4.0,,5.0,2.0,,5.0,,,,5.0,,,5.0,,3.0,4.0,2.0,
179,4.0,,,,4.0,1.0,3.0,5.0,,3.0,3.0,,,,4.0,,3.0,,,5.0,1.0,,4.0,2.0,,,,3.0,,5.0,4.0,,3.0,3.0,1.0,1.0,4.0,1.0,,1.0,,5.0,1.0,,,,,3.0,1.0,3.0,3.0,,5.0,,4.0,,,1.0,,,3.0,3.0,4.0,,,3.0,,,,,5.0,,,4.0,3.0,,,,5.0,,,,3.0,,3.0,1.0,4.0,5.0,,5.0,3.0,,3.0,2.0,,3.0,,5.0,,3.0
180,4.0,2.0,5.0,2.0,,2.0,,5.0,,3.0,1.0,,,,4.0,4.0,5.0,4.0,,,4.0,,1.0,4.0,,1.0,,,,,,,1.0,,,,,5.0,5.0,5.0,2.0,,,5.0,,,1.0,1.0,4.0,4.0,5.0,,5.0,5.0,1.0,,4.0,,3.0,4.0,,,4.0,,2.0,,,,,4.0,5.0,,5.0,3.0,,,4.0,,,5.0,,4.0,4.0,4.0,5.0,,,1.0,,1.0,,,5.0,,,4.0,2.0,,4.0,1.0
181,1.0,2.0,,1.0,,4.0,1.0,3.0,1.0,1.0,,4.0,4.0,4.0,4.0,3.0,5.0,,3.0,2.0,1.0,,,3.0,3.0,,,1.0,,1.0,4.0,4.0,,5.0,,,5.0,2.0,,4.0,3.0,2.0,,,,3.0,2.0,4.0,,,1.0,5.0,,1.0,,,,,,3.0,,,,2.0,2.0,3.0,,,,,1.0,,3.0,,1.0,2.0,,3.0,2.0,,,5.0,,,,5.0,1.0,,1.0,,,,1.0,,,2.0,,,5.0,4.0
182,5.0,2.0,,4.0,5.0,,1.0,5.0,,,2.0,3.0,2.0,2.0,,4.0,4.0,,,5.0,5.0,,,,3.0,,,,,3.0,2.0,,,3.0,,1.0,1.0,1.0,5.0,4.0,4.0,,,2.0,3.0,5.0,,,,2.0,3.0,,,3.0,,,4.0,,2.0,,1.0,1.0,,4.0,,,,,3.0,1.0,,1.0,,,,5.0,,,,4.0,,3.0,,1.0,,,,1.0,,5.0,1.0,5.0,,,4.0,1.0,5.0,3.0,,
183,,,,5.0,2.0,,2.0,,3.0,5.0,,,,,,,,1.0,,3.0,,,2.0,,,,,,1.0,,,3.0,,5.0,,,4.0,4.0,,,1.0,,,4.0,,,,,,,5.0,,,3.0,3.0,,,,4.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,,1.0,,,1.0,,2.0,4.0,,4.0,,,1.0,,,,5.0,,1.0,1.0,1.0,4.0,2.0,3.0,4.0,,,1.0,,,,3.0,2.0,5.0
184,,2.0,,1.0,4.0,4.0,3.0,5.0,5.0,,3.0,2.0,3.0,,,,5.0,5.0,5.0,,2.0,4.0,,,,,,4.0,,2.0,1.0,,2.0,,2.0,5.0,,5.0,5.0,2.0,4.0,,,,,,,2.0,,,2.0,2.0,,4.0,3.0,,3.0,,5.0,,2.0,4.0,1.0,,1.0,5.0,1.0,,3.0,,1.0,,1.0,,3.0,,2.0,,,,,,,3.0,,1.0,5.0,5.0,3.0,,2.0,2.0,3.0,2.0,2.0,,1.0,3.0,5.0,5.0
185,,,3.0,4.0,,,1.0,,,,4.0,,4.0,1.0,,4.0,,,,,5.0,3.0,,5.0,1.0,,1.0,3.0,4.0,,,1.0,3.0,,,5.0,,2.0,,,,1.0,,,3.0,4.0,5.0,2.0,,4.0,1.0,2.0,1.0,,1.0,2.0,,2.0,1.0,3.0,,,,3.0,3.0,,,2.0,2.0,,,,,3.0,,,5.0,,4.0,,,,5.0,3.0,,1.0,,,,4.0,,,5.0,,5.0,5.0,4.0,,,5.0
186,3.0,5.0,2.0,,3.0,,2.0,3.0,,,,,,1.0,1.0,2.0,,,2.0,2.0,4.0,5.0,,,,3.0,,1.0,3.0,3.0,,,2.0,1.0,2.0,,,1.0,,,4.0,4.0,2.0,,5.0,2.0,,,,,,,3.0,3.0,3.0,3.0,,5.0,2.0,5.0,5.0,2.0,3.0,2.0,,4.0,5.0,2.0,,,,,1.0,,5.0,,,,,3.0,1.0,,,,5.0,,,4.0,1.0,,,2.0,3.0,1.0,5.0,3.0,3.0,,4.0,4.0
187,1.0,,3.0,3.0,,3.0,3.0,,2.0,,,,,,,2.0,,,3.0,3.0,,,,,,3.0,5.0,3.0,3.0,,,3.0,,,,3.0,5.0,4.0,,4.0,4.0,,2.0,3.0,5.0,,2.0,2.0,2.0,,4.0,,,5.0,,,5.0,,,,2.0,,2.0,4.0,,1.0,4.0,5.0,,,3.0,,4.0,,,5.0,,,,2.0,,,1.0,1.0,,4.0,,2.0,5.0,1.0,,4.0,,,,3.0,1.0,5.0,,5.0
188,4.0,5.0,2.0,1.0,3.0,,,,,,3.0,,4.0,4.0,,4.0,,4.0,,,1.0,4.0,,,,,,3.0,3.0,,,1.0,5.0,5.0,1.0,4.0,,5.0,2.0,,,1.0,5.0,,1.0,,3.0,,,,,5.0,1.0,,1.0,,2.0,3.0,4.0,,,,1.0,,5.0,4.0,,,,5.0,,,,4.0,,3.0,,,,,5.0,4.0,1.0,4.0,,,4.0,,,,3.0,4.0,,5.0,3.0,,4.0,3.0,,1.0
189,3.0,3.0,4.0,,4.0,2.0,4.0,,3.0,,,,1.0,,,,,5.0,4.0,,3.0,3.0,2.0,5.0,1.0,,,,,,3.0,2.0,1.0,5.0,5.0,,2.0,5.0,,,,,5.0,,4.0,,1.0,2.0,5.0,3.0,1.0,,,4.0,,5.0,4.0,,,4.0,4.0,2.0,4.0,2.0,3.0,3.0,,,3.0,3.0,,4.0,5.0,,,5.0,,,,,5.0,2.0,,,,1.0,3.0,,,,4.0,4.0,,,1.0,,5.0,5.0,,2.0
190,,5.0,5.0,,,2.0,,3.0,2.0,,2.0,,,,,2.0,,5.0,4.0,4.0,,3.0,2.0,,,2.0,5.0,,2.0,2.0,,3.0,,1.0,,,,,,4.0,,,,5.0,,,3.0,3.0,,3.0,,1.0,1.0,,4.0,2.0,,,,,1.0,1.0,5.0,2.0,4.0,,,3.0,4.0,,1.0,,,,,,,2.0,1.0,1.0,2.0,,,5.0,2.0,,,5.0,,4.0,5.0,2.0,,,,,,5.0,1.0,
191,,4.0,,3.0,5.0,1.0,2.0,4.0,,,1.0,1.0,,,2.0,,,4.0,,1.0,3.0,,4.0,,1.0,1.0,3.0,,,,,2.0,5.0,,,,,2.0,1.0,,,2.0,5.0,,,4.0,,4.0,5.0,3.0,5.0,,,,2.0,,,4.0,,,1.0,4.0,,,2.0,,4.0,,1.0,,,,,,,2.0,,1.0,4.0,1.0,,,,,3.0,,,,,4.0,3.0,,5.0,,4.0,4.0,1.0,5.0,,
192,5.0,,,1.0,,3.0,5.0,,1.0,4.0,,,,4.0,,2.0,,5.0,,5.0,,,2.0,1.0,5.0,1.0,,5.0,,3.0,5.0,1.0,,,,,,2.0,,,3.0,,3.0,,,,2.0,5.0,,4.0,2.0,,,5.0,1.0,4.0,,1.0,5.0,3.0,1.0,,,2.0,3.0,2.0,5.0,,1.0,,3.0,,,,,,,1.0,5.0,,3.0,,,1.0,,,4.0,,4.0,,,,,3.0,,,,5.0,5.0,
193,2.0,,2.0,,2.0,,,,5.0,,1.0,1.0,2.0,,,1.0,,,4.0,,,1.0,5.0,5.0,1.0,,4.0,5.0,5.0,5.0,5.0,,,1.0,,5.0,3.0,,,2.0,,5.0,,4.0,,,3.0,2.0,5.0,,2.0,,,,2.0,,4.0,3.0,5.0,5.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,3.0,,,2.0,,3.0,5.0,2.0,,,,5.0,,,,2.0,2.0,,3.0,,4.0
194,,,,,,,,3.0,3.0,3.0,,3.0,4.0,2.0,1.0,1.0,,3.0,1.0,2.0,,2.0,5.0,1.0,5.0,,5.0,4.0,,,,,2.0,,,,,4.0,1.0,5.0,,1.0,,,,,1.0,5.0,2.0,2.0,4.0,,,1.0,5.0,3.0,,5.0,5.0,3.0,,,,1.0,,3.0,,,3.0,5.0,4.0,,,,,,4.0,,,,3.0,,,2.0,,,5.0,,,,,2.0,,,,3.0,,1.0,,1.0
195,,2.0,5.0,,2.0,2.0,,5.0,5.0,4.0,,2.0,3.0,5.0,,,,,3.0,1.0,3.0,5.0,,,,2.0,,4.0,,5.0,2.0,5.0,2.0,,4.0,,1.0,5.0,,,,,,2.0,4.0,1.0,1.0,,,3.0,2.0,,1.0,1.0,4.0,,2.0,2.0,2.0,3.0,,,4.0,5.0,4.0,3.0,,,4.0,,1.0,3.0,5.0,3.0,5.0,4.0,,4.0,,1.0,,,3.0,5.0,,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,,,4.0,3.0,5.0
196,,1.0,2.0,4.0,,,4.0,3.0,,,,2.0,,5.0,4.0,2.0,,,5.0,,,5.0,,2.0,,,,5.0,3.0,,,,,4.0,,1.0,,,1.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,2.0,5.0,5.0,,,,,3.0,,5.0,,,3.0,,4.0,,,2.0,,4.0,,,,,,,2.0,1.0,,,5.0,5.0,,,3.0,,,,2.0,4.0,,3.0,3.0,,3.0,1.0,4.0,2.0,,1.0,,,2.0,
197,,5.0,,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,,5.0,5.0,1.0,,,2.0,3.0,5.0,2.0,,,,,2.0,,,,,3.0,,,,,1.0,,,,,,,4.0,,3.0,4.0,5.0,,,,,1.0,5.0,,,,,,2.0,,1.0,2.0,,,,2.0,1.0,1.0,,5.0,,,1.0,,1.0,2.0,,,,2.0,,,5.0,,,3.0,,1.0,3.0,5.0,2.0,5.0,,4.0,,,4.0,1.0,4.0,
198,,4.0,,5.0,2.0,,1.0,4.0,,,4.0,1.0,,3.0,,3.0,4.0,,,5.0,1.0,,,,5.0,1.0,1.0,,3.0,3.0,1.0,3.0,4.0,2.0,,,2.0,2.0,2.0,3.0,5.0,,1.0,,1.0,,1.0,3.0,3.0,,,,1.0,2.0,,,,3.0,,,4.0,4.0,1.0,,1.0,4.0,,,5.0,,,,,1.0,3.0,5.0,,,,4.0,,3.0,2.0,4.0,2.0,3.0,,,,5.0,,2.0,,4.0,,,,,2.0,
199,,,3.0,,5.0,,,,5.0,,,,1.0,3.0,4.0,,,,5.0,4.0,,5.0,1.0,3.0,1.0,2.0,,,,,2.0,5.0,,2.0,1.0,2.0,,4.0,4.0,,,5.0,5.0,,,2.0,1.0,3.0,,,,3.0,1.0,2.0,,,4.0,3.0,,,2.0,,,3.0,,1.0,1.0,3.0,4.0,,5.0,,4.0,4.0,,,,,,2.0,,4.0,,,5.0,5.0,4.0,,2.0,1.0,3.0,,3.0,5.0,,3.0,4.0,,,
200,2.0,,,4.0,3.0,,3.0,,,,,,2.0,5.0,,,,5.0,4.0,,1.0,,5.0,,,3.0,,,1.0,1.0,2.0,,1.0,,4.0,3.0,,3.0,,4.0,,3.0,4.0,,,,,,3.0,2.0,1.0,5.0,4.0,2.0,,,1.0,,1.0,,2.0,5.0,,3.0,5.0,3.0,1.0,2.0,,2.0,2.0,1.0,3.0,,3.0,3.0,5.0,,3.0,4.0,5.0,3.0,2.0,,1.0,5.0,2.0,,1.0,5.0,4.0,,5.0,4.0,,4.0,5.0,1.0,2.0,5.0
201,1.0,3.0,,3.0,4.0,,,2.0,4.0,5.0,,4.0,,,,,2.0,,,,,5.0,,,,,5.0,5.0,4.0,,5.0,,,3.0,1.0,3.0,4.0,,,,5.0,,,5.0,,5.0,,1.0,,,,,1.0,5.0,5.0,5.0,,,,,,3.0,,,4.0,5.0,4.0,3.0,4.0,,1.0,,1.0,4.0,3.0,,5.0,5.0,4.0,,,1.0,2.0,,5.0,,,5.0,,,,,2.0,3.0,,,2.0,,,5.0
202,,,,5.0,,3.0,4.0,2.0,,,2.0,,5.0,,,3.0,3.0,,,,,,,4.0,3.0,,3.0,,3.0,2.0,4.0,,,,2.0,,,5.0,,,4.0,5.0,2.0,,,1.0,,,,4.0,,4.0,,,2.0,,,1.0,,,,3.0,,,,5.0,,,5.0,3.0,,,5.0,3.0,,3.0,4.0,,,,,1.0,,2.0,,,,,2.0,,,2.0,1.0,4.0,4.0,,,,3.0,
203,1.0,,2.0,,3.0,,,,1.0,3.0,,3.0,2.0,3.0,4.0,,,,,5.0,,,,5.0,2.0,5.0,,,2.0,4.0,,2.0,5.0,5.0,4.0,3.0,,1.0,3.0,,1.0,,,2.0,2.0,2.0,,2.0,2.0,3.0,,1.0,1.0,5.0,,5.0,,4.0,,4.0,5.0,5.0,4.0,1.0,1.0,3.0,,,3.0,5.0,5.0,5.0,,,,,1.0,2.0,,2.0,5.0,3.0,,3.0,,,4.0,,5.0,3.0,,,4.0,5.0,,,4.0,,4.0,1.0
204,,4.0,4.0,1.0,,3.0,5.0,,,5.0,1.0,,,4.0,1.0,1.0,3.0,1.0,,,,,,4.0,2.0,5.0,1.0,,,,,,,1.0,,,,,1.0,3.0,,,5.0,4.0,,,,3.0,,,,3.0,5.0,,1.0,,4.0,4.0,,4.0,2.0,1.0,,,,,2.0,,5.0,,,,2.0,,4.0,1.0,,,3.0,,5.0,4.0,2.0,,2.0,5.0,,,,1.0,,,4.0,,3.0,5.0,,4.0,,
205,,,,,,,,1.0,,2.0,1.0,5.0,,,1.0,,,1.0,,4.0,,5.0,,1.0,,3.0,1.0,,2.0,2.0,1.0,,4.0,,4.0,,4.0,4.0,,4.0,3.0,1.0,1.0,4.0,1.0,4.0,,,4.0,,5.0,4.0,3.0,,2.0,5.0,,3.0,,2.0,,,,,3.0,1.0,,5.0,4.0,4.0,4.0,,5.0,,,,,,,4.0,,,2.0,4.0,,2.0,3.0,5.0,,,,5.0,,5.0,4.0,2.0,,,2.0,1.0
206,,5.0,1.0,5.0,5.0,,,,5.0,,,2.0,,,,3.0,5.0,,,,1.0,5.0,,3.0,5.0,,1.0,,,3.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,,3.0,,3.0,3.0,3.0,,3.0,5.0,,,4.0,,5.0,1.0,2.0,5.0,,2.0,,3.0,1.0,,4.0,3.0,,,2.0,,5.0,4.0,,,3.0,,,3.0,3.0,,3.0,5.0,3.0,3.0,,,,5.0,5.0,2.0,,4.0,4.0,
207,,,4.0,,1.0,3.0,,4.0,2.0,,3.0,,5.0,,4.0,,,5.0,,,3.0,3.0,3.0,4.0,,5.0,,,,4.0,1.0,4.0,5.0,1.0,,2.0,,1.0,,,1.0,1.0,,,1.0,2.0,,,4.0,2.0,,3.0,1.0,1.0,4.0,,4.0,2.0,,,4.0,,4.0,4.0,,1.0,3.0,3.0,,,2.0,,4.0,,1.0,1.0,1.0,3.0,5.0,,,3.0,4.0,,,,2.0,3.0,,,,,5.0,1.0,,3.0,,,,4.0
208,3.0,,,3.0,,,3.0,2.0,4.0,5.0,3.0,,2.0,4.0,1.0,,,1.0,,,4.0,5.0,2.0,3.0,3.0,,,,,,,2.0,,4.0,,2.0,,5.0,5.0,3.0,2.0,2.0,,,4.0,,,3.0,,,3.0,,,,,,,,,3.0,,,,1.0,3.0,,4.0,5.0,5.0,,2.0,,,2.0,3.0,,1.0,2.0,,2.0,2.0,4.0,,,2.0,,4.0,,1.0,3.0,2.0,,,4.0,,,,,3.0,1.0
209,,,,,,3.0,2.0,1.0,,,,,5.0,,4.0,,1.0,,,1.0,,,,3.0,2.0,,,,,4.0,,5.0,5.0,,,,2.0,3.0,4.0,3.0,,4.0,,5.0,,,5.0,5.0,,5.0,5.0,2.0,1.0,,4.0,,,,,,,2.0,,3.0,,4.0,,2.0,4.0,5.0,,,,,,1.0,,,1.0,,5.0,,,4.0,4.0,1.0,3.0,1.0,4.0,,4.0,2.0,,1.0,1.0,4.0,,,4.0,
210,,5.0,,,1.0,1.0,5.0,5.0,1.0,,,,,2.0,2.0,1.0,5.0,,,1.0,5.0,1.0,,3.0,,5.0,4.0,,,1.0,4.0,,1.0,3.0,2.0,,,2.0,,5.0,5.0,,,,,3.0,,3.0,,1.0,,,,3.0,3.0,2.0,3.0,2.0,,4.0,4.0,,1.0,,1.0,,,2.0,,3.0,,1.0,3.0,,,5.0,,,,,3.0,2.0,,4.0,1.0,,,4.0,,2.0,1.0,,,,2.0,2.0,,,,
211,5.0,,1.0,,,4.0,3.0,,,,,4.0,1.0,,,4.0,,,,,4.0,,1.0,,,,,2.0,2.0,,1.0,5.0,1.0,,,,,,,1.0,,,,,,2.0,,,,3.0,,,2.0,5.0,4.0,,,,4.0,,4.0,,,,5.0,4.0,5.0,2.0,,,,,,,1.0,,,,,3.0,,,,,,,,,,4.0,3.0,,2.0,,,,,,4.0,
212,,,4.0,,,,,,,,3.0,,1.0,,4.0,,4.0,,,4.0,,,1.0,,4.0,3.0,1.0,,2.0,,4.0,,,3.0,,4.0,,2.0,1.0,5.0,,1.0,2.0,,,3.0,3.0,5.0,,,,2.0,3.0,5.0,,5.0,2.0,4.0,,,,5.0,,5.0,1.0,,,,5.0,2.0,,,,1.0,1.0,,,1.0,,5.0,,3.0,4.0,3.0,,,1.0,2.0,4.0,,,1.0,,1.0,1.0,2.0,,,4.0,
213,1.0,2.0,1.0,,3.0,,,,3.0,,4.0,,,4.0,3.0,,,4.0,1.0,,,,,,2.0,,5.0,3.0,4.0,5.0,1.0,5.0,2.0,,,4.0,4.0,,4.0,5.0,1.0,2.0,,5.0,,,,4.0,4.0,5.0,2.0,,5.0,1.0,,3.0,,2.0,,1.0,,,5.0,,1.0,4.0,4.0,5.0,,3.0,3.0,,3.0,2.0,,,4.0,5.0,2.0,3.0,3.0,,1.0,,,2.0,,5.0,2.0,,,,,5.0,2.0,3.0,,,4.0,2.0
214,2.0,,,,,,3.0,5.0,,2.0,,1.0,,,4.0,,3.0,,5.0,2.0,,1.0,5.0,,,1.0,,,,,2.0,,3.0,,,3.0,,,,5.0,,2.0,,3.0,,3.0,,1.0,,5.0,1.0,4.0,,,1.0,5.0,2.0,,3.0,4.0,4.0,,,,4.0,,,1.0,5.0,,3.0,5.0,5.0,1.0,4.0,,3.0,,,4.0,3.0,4.0,2.0,3.0,3.0,1.0,,,,2.0,4.0,3.0,1.0,,2.0,,3.0,4.0,4.0,
215,,4.0,,,1.0,,,,,4.0,4.0,,,4.0,4.0,,2.0,,,,,,,,5.0,2.0,4.0,,,5.0,5.0,2.0,1.0,2.0,,,5.0,1.0,5.0,,3.0,5.0,,,,,,,,,2.0,,2.0,,,,1.0,,,3.0,,,3.0,,3.0,,5.0,1.0,,,,,,,4.0,4.0,,1.0,,,,5.0,,3.0,,,1.0,3.0,,,,4.0,,,,,,,5.0,
216,1.0,2.0,,,5.0,4.0,2.0,,,,,4.0,,1.0,,,5.0,,,2.0,2.0,,2.0,,3.0,4.0,,,,2.0,5.0,1.0,2.0,,1.0,1.0,,,2.0,,,,4.0,,,1.0,5.0,,2.0,,,,,2.0,2.0,4.0,,,,4.0,,,,1.0,1.0,,5.0,3.0,,,1.0,2.0,3.0,,3.0,5.0,,,4.0,,1.0,,2.0,2.0,,,,,2.0,4.0,,,1.0,,,5.0,5.0,3.0,,
